,IMF1
567,-2.922081208
568,1.381957042
569,1.238952847
570,10.17537018
571,-18.96186481
572,10.33313081
573,-1.577547817
574,3.04584126
575,3.287119317
576,-4.72688595
577,-4.03250126
578,7.176433223
579,-9.593010852
580,-2.605905266
581,22.27763523
582,-17.18718054
583,-3.707276237
584,11.88366388
585,1.937077225
586,-8.793589314
587,-3.963005612
588,7.219715767
589,-3.724079793
590,5.271386404
591,-8.108774264
592,-1.451613823
593,9.327712377
594,-6.477943443
595,4.65727882
596,-10.3624246
597,1.064386509
598,6.535263675
599,-0.324109676
600,4.074613913
601,-4.075880147
602,-3.674335803
603,3.901220543
604,-12.39205918
605,12.62203563
606,-1.47855307
607,-3.813242479
608,5.959212894
609,-7.88863933
610,2.324736047
611,6.166791645
612,12.46736723
613,-26.82359367
614,4.782771091
615,7.03137895
616,0.959610603
617,-4.576067738
618,-3.128622626
619,17.17702833
620,8.773559906
621,-49.0447744
622,24.09969271
623,19.79780063
624,-16.37954269
625,0.779387932
626,10.3087838
627,-10.11217458
628,-7.552671699
629,23.49559735
630,-9.237821916
631,-5.888545524
632,-7.728588018
633,8.477144334
634,6.006809777
635,-5.326235924
636,-5.543220939
637,7.867973107
638,2.748475094
639,-1.61000345
640,-14.12167652
641,8.593871942
642,-0.510256715
643,4.56253176
644,4.339304938
645,-7.33022313
646,-6.160133611
647,5.380126669
648,-3.058654274
649,8.73630896
650,-3.882697709
651,-1.428657355
652,5.687115034
653,1.816056272
654,-10.41379267
655,-5.245630367
656,9.79628622
657,2.346973116
658,0.105809597
659,-3.202746439
660,-5.697540019
661,5.561609419
662,-2.501776806
663,10.71056618
664,-17.99034032
665,-2.024132378
666,14.57952943
667,-5.040381964
668,1.03165713
669,3.481893093
670,-9.662069267
671,-1.815605261
672,8.685964149
673,1.213168153
674,-8.528271643
675,-5.861346187
676,6.626438571
677,7.018032042
678,-9.482442834
679,-1.516809425
680,12.82350217
681,-8.130446057
682,-12.45589988
683,9.721617565
684,-2.691122706
685,12.94529504
686,-10.56608711
687,-5.769203777
688,8.276183272
689,-4.960610731
690,6.715218538
691,-5.330570177
692,-7.107258414
693,8.296849158
694,9.613637501
695,-9.673242751
696,0.722645761
697,-1.211357763
698,-3.109104846
699,9.552659844
700,-3.559966402
701,3.576965431
702,-7.956947882
703,9.37638631
704,-15.72424856
705,4.237067346
706,6.363946374
707,-6.1661177
708,4.558999292
709,-9.844956772
710,9.805762845
711,0.577754456
712,-3.723517172
713,-7.133760295
714,12.66314298
715,-0.871928551
716,-5.487181071
717,-2.758319726
718,2.153390247
719,10.35892356
720,-1.618849394
721,-8.763123806
722,5.103918034
723,0.598793045
724,-3.479524409
725,-8.870277506
726,7.983814815
727,16.95197332
728,-18.32637259
729,-3.718787059
730,1.610902704
731,9.141183768
732,-7.051996326
733,-0.762531976
734,10.3339914
735,-12.58510836
736,3.201045693
737,5.778210589
738,-3.998571851
739,-5.28749481
740,4.125981321
741,8.948630716
742,-8.83532761
743,-8.443140849
744,3.481539641
745,11.10235092
746,-3.850548397
747,-6.809322518
748,8.181800087
749,-8.473601724
750,8.467243501
751,4.128697372
752,-11.77999013
753,-3.479771109
754,6.520390579
755,2.918428059
756,-2.170934476
757,-1.020523418
758,-2.08791188
759,1.054052868
760,4.931993952
761,1.476835713
762,-5.057355594
763,-1.461310239
764,-2.180154795
765,9.792307294
766,-0.350809581
767,-2.802822254
768,-4.624493742
769,8.768760237
770,4.576308839
771,-15.18083741
772,0.503539633
773,6.302388206
774,3.437444033
775,-0.99603992
776,-6.388885468
777,8.541801527
778,-3.885996431
779,-12.3992912
780,14.20989325
781,-1.414940195
782,-2.847612333
783,-3.297857182
784,-4.395585463
785,13.52805391
786,-11.17059107
787,3.970521774
788,0.642739837
789,1.725127933
790,-12.2012092
791,20.21694895
792,-11.07599361
793,-0.386728512
794,-5.885755199
795,9.509043801
796,-5.153845942
797,-5.126213815
798,12.6828599
799,0.963559925
800,-1.920259571
801,-18.10078142
802,12.65935609
803,4.708671716
804,1.286936709
805,-2.823390578
806,1.6650818
807,-4.689827691
808,-3.991802555
809,9.968814441
810,0.039758372
811,-5.767050566
812,-5.609380204
813,11.10343413
814,-7.240212617
815,4.544488898
816,3.482611429
817,-5.272138444
818,-3.615670377
819,5.825759267
820,1.860700613
821,-0.100402514
822,-9.152437656
823,3.706547211
824,5.73300539
825,3.774437113
826,-9.510808785
827,-3.617159346
828,9.86532274
829,-6.607376735
830,6.012735318
831,-1.717339532
832,1.134247851
833,-5.595009931
834,-3.472764985
835,7.839276024
836,3.36538739
837,-5.508187675
838,1.243107059
839,-2.650603487
840,7.933219629
841,-8.717455373
842,7.643962267
843,-4.905304589
844,4.700636143
845,-0.325166028
846,-4.992263315
847,3.033852562
848,-4.268127941
849,7.986112252
850,-7.359734314
851,-0.274009546
852,3.275957469
853,-0.97159848
854,-4.822799834
855,5.789878646
856,-1.348818654
857,-7.86485675
858,5.099252635
859,2.586492797
860,5.055451417
861,-8.897588238
862,-5.283679203
863,6.279352634
864,2.124802524
865,-2.455326382
866,1.780971982
867,-4.045935958
868,3.071449359
869,1.207019012
870,-1.342107939
871,-1.586733176
872,2.189043914
873,-0.473085614
874,0.791541425
875,-1.23140876
876,1.376551163
877,-2.722563972
878,-1.340915136
879,2.718027712
880,3.478004013
881,-4.866325766
882,0.435790864
883,2.98037168
884,-3.4987129
885,6.089039521
886,-3.95055519
887,-1.345164351
888,-2.735849273
889,8.118833431
890,0.672295475
891,-6.003781171
892,0.83322971
893,-4.461230776
894,10.22675821
895,-0.331246475
896,-1.24139474
897,-6.148849514
898,3.547688167
899,6.884873686
900,-2.288934957
901,-0.095771395
902,-6.754959748
903,7.030277599
904,-0.913861813
905,5.763784131
906,-11.53324058
907,4.745379121
908,5.639818573
909,-7.309447786
910,4.684859015
911,-0.101300866
912,-5.729847211
913,3.669075222
914,-2.809164464
915,3.970724428
916,-5.546604449
917,1.945675077
918,4.650592041
919,-2.744719966
920,-2.871433396
921,-6.299013207
922,14.16238248
923,-4.384390965
924,-9.106619395
925,3.640953898
926,10.20253037
927,-5.6743908
928,-1.200438578
929,-6.462568805
930,13.00248385
931,-7.180821484
932,1.211669394
933,1.716826816
934,-4.576130329
935,4.633041803
936,6.056619252
937,-9.253464687
938,4.090877969
939,0.674096071
940,12.81697755
941,-23.01782563
942,5.822910459
943,5.378446584
944,2.969846032
945,-7.124067518
946,8.263192285
947,-4.663771941
948,-7.561564603
949,6.802768594
950,1.623161215
951,-7.018544782
952,6.438194822
953,-1.135682695
954,2.788598855
955,-4.601157986
956,-3.125258758
957,3.441468925
958,4.97621195
959,-9.648044662
960,7.289400148
961,-9.700034777
962,9.802628649
963,-1.742865037
964,3.339936567
965,0.26931433
966,-7.756920881
967,6.471239402
968,-2.556760563
969,2.049890719
970,-1.566962366
971,-4.834791964
972,16.93610128
973,-16.20700625
974,8.782391055
975,-4.969062217
976,-12.31537936
977,32.0098492
978,-7.090032357
979,-34.11261055
980,23.5418549
981,16.27894499
982,-27.25627665
983,-1.419273399
984,8.294563326
985,6.13894825
986,-32.93356367
987,39.44091311
988,13.89842118
989,-37.35704742
990,-16.51543205
991,17.88395278
992,24.67700953
993,-8.333251701
994,-23.98736678
995,11.11061146
996,7.035398371
997,-0.18810388
998,-5.739907268
999,17.4714102
1000,-20.27073161
1001,15.25587648
1002,-23.46493246
1003,-35.17254093
1004,112.7338332
1005,-69.22412525
1006,-31.53105493
1007,-2.899501417
1008,28.00961349
1009,8.26529415
1010,-5.810375073
1011,-18.20614987
1012,14.44843878
1013,-5.577748828
1014,20.64532567
1015,-27.41763452
1016,-12.72483789
1017,24.90627428
1018,14.8111897
1019,-23.90343932
1020,-9.947821867
1021,2.99967016
1022,19.54551773
1023,-18.05279601
1024,2.799071875
1025,-6.517807306
1026,16.78946328
1027,-1.923089161
1028,-32.0510871
1029,23.19572453
1030,11.95138815
1031,-14.15537989
1032,2.039553297
1033,-5.782628197
1034,15.08754905
1035,-28.97359292
1036,25.17089981
1037,-1.421687771
1038,-7.303316895
1039,8.956741783
1040,-14.49769016
1041,10.31472303
1042,0.783667765
1043,-1.228679654
1044,-15.33339734
1045,26.04426093
1046,-17.42733714
1047,14.38021267
1048,-15.10080529
1049,-2.485560237
1050,11.23019441
1051,6.298961433
1052,-7.031093412
1053,2.550023991
1054,-24.65484347
1055,25.5834676
1056,9.224050301
1057,-13.93340293
1058,-30.96487125
1059,30.68708044
1060,24.43713153
1061,-10.02513934
1062,-75.73349553
1063,82.25229554
1064,-5.34640092
1065,-43.39467305
1066,17.52664797
1067,30.4283524
1068,-51.49356964
1069,35.29594112
1070,7.723659748
1071,-29.80794487
1072,19.84279096
1073,8.963077992
1074,-6.226786171
1075,4.130222374
1076,-4.670310626
1077,-19.0408525
1078,-9.588312999
1079,25.82604929
1080,4.145362531
1081,5.063363863
1082,-5.779984501
1083,-9.8503675
1084,-23.56397082
1085,48.74958315
1086,-28.20079482
1087,-3.115814836
1088,-23.7039862
1089,19.65718825
1090,113.5506883
1091,-32.31953536
1092,-145.0368218
1093,6.182001906
1094,108.2842263
1095,78.57972087
1096,-141.4845651
1097,27.67579385
1098,32.96508582
1099,23.85696085
1100,-38.94694481
1101,-13.17021847
1102,32.29310914
1103,31.44524937
1104,-67.65437504
1105,-16.84666507
1106,128.2521345
1107,-55.71220419
1108,-187.2223334
1109,149.7397186
1110,166.5815322
1111,-30.63313235
1112,-147.5162724
1113,-89.78065751
1114,156.7017262
1115,-16.67437467
1116,-84.43658691
1117,38.06712777
1118,68.4148744
1119,-28.60404438
1120,-113.7963528
1121,41.81979564
1122,78.36463546
1123,38.40227897
1124,-32.0819394
1125,-63.08815731
1126,13.34338053
1127,46.42048751
1128,-34.38645926
1129,-37.3794722
1130,8.152873657
1131,113.3480412
1132,-50.07092466
1133,-97.47469499
1134,11.96364563
1135,69.33815613
1136,6.15293319
1137,-49.24629079
1138,-4.737176494
1139,49.38628784
1140,-32.94473494
1141,-10.6029787
1142,-3.608913123
1143,40.5887359
1144,-9.493697094
1145,-56.58007425
1146,40.17487148
1147,52.05704258
1148,-17.97936958
1149,-111.2161959
1150,82.92872591
1151,62.38526766
1152,-10.47986908
1153,-42.81793791
1154,-43.5803044
1155,-31.13703758
1156,64.94301653
1157,19.81608235
1158,-17.91312021
1159,-18.52474521
1160,34.25149414
1161,-58.86590306
1162,29.60871741
1163,5.23968072
1164,21.89643043
1165,-12.90748358
1166,-18.26503471
1167,-19.5483684
1168,44.12989075
1169,-3.686661418
1170,-37.21659735
1171,33.65941302
1172,-16.6086849
1173,8.807666794
1174,-3.669469208
1175,6.125439446
1176,-7.700514523
1177,-15.32003636
1178,30.26048858
1179,-13.01279637
1180,-7.092578958
1181,20.66069269
1182,-0.468369724
1183,-29.45080584
1184,11.85417792
1185,9.282715911
1186,28.57824048
1187,-32.76008698
1188,-20.12202895
1189,18.15406111
1190,32.52518374
1191,-35.96423979
1192,5.027703027
1193,5.478611601
1194,5.021251392
1195,5.175699171
1196,-6.835296148
1197,-22.47481559
1198,25.48959878
1199,-9.106213014
1200,6.895998164
1201,-2.621360895
1202,-4.850485907
1203,13.21701587
1204,0.677497141
1205,-34.44333246
1206,37.38374173
1207,-9.425948522
1208,-15.6657875
1209,20.59201791
1210,3.806465955
1211,-40.24594196
1212,6.408848241
1213,81.13373974
1214,-35.61488015
1215,-47.85454469
1216,34.15937804
1217,-14.00740001
1218,21.40808637
1219,-4.778125132
1220,3.107212143
1221,-11.40350328
1222,1.355047304
1223,15.57580727
1224,-6.00888209
1225,-30.59123603
1226,27.91958005
1227,-2.559564355
1228,-3.722210213
1229,7.915899417
1230,-18.69700725
1231,9.35275219
1232,18.48893869
1233,-27.10248918
1234,27.49357212
1235,-17.55555808
1236,-26.85348135
1237,11.20525459
1238,78.07220126
1239,-54.18945984
1240,-66.44375595
1241,91.78118961
1242,-20.45131317
1243,-12.1588545
1244,0.698471051
1245,2.78874672
1246,16.90975019
1247,-20.90947857
1248,19.66708909
1249,-26.19954729
1250,5.919214349
1251,33.56101723
1252,-28.13023606
1253,-33.55104857
1254,70.62754803
1255,-15.57999245
1256,-37.40235001
1257,10.25994201
1258,9.381599502
1259,-3.91350574
1260,3.486120745
1261,-16.99633716
1262,15.60965314
1263,29.085782
1264,-44.89935055
1265,3.201543336
1266,17.48945728
1267,11.96127319
1268,-25.58885943
1269,1.633148722
1270,-3.075196162
1271,35.93272138
1272,-32.99342675
1273,25.37834932
1274,-15.24452471
1275,-5.586593641
1276,-6.272222247
1277,34.45063176
1278,-32.6294579
1279,28.3818286
1280,-21.69558096
1281,7.071220143
1282,10.99631993
1283,-20.46135479
1284,15.50912645
1285,-5.789829314
1286,10.3001216
1287,-14.27401356
1288,-6.798673158
1289,12.53455745
1290,2.81689536
1291,-3.428927973
1292,-8.228681776
1293,2.168907394
1294,15.92877891
1295,-21.39756978
1296,-1.165270016
1297,28.69516096
1298,-23.45329175
1299,-4.938763905
1300,18.67215806
1301,6.590631123
1302,-23.95015221
1303,18.75762448
1304,-9.404452718
1305,2.894608779
1306,-2.026098132
1307,7.052153463
1308,-11.9238675
1309,34.21461127
1310,-40.60849281
1311,19.76890236
1312,5.060830635
1313,-10.36079647
1314,-0.566424989
1315,15.58449368
1316,-8.849499387
1317,3.463186186
1318,-17.93924972
1319,7.644397664
1320,15.63499792
1321,2.577342312
1322,-28.76435013
1323,5.068696805
1324,17.77880294
1325,-16.10308439
1326,9.542229642
1327,-8.556149683
1328,20.27390111
1329,-18.53254625
1330,8.834777846
1331,-13.85307689
1332,15.42823749
1333,-5.059808037
1334,5.813347613
1335,-10.48028805
1336,19.37429775
1337,-9.605563596
1338,-16.82438581
1339,25.74239318
1340,-5.26292279
1341,-7.388231457
1342,-5.235122081
1343,1.776870988
1344,15.49905414
1345,-16.49105071
1346,0.599267903
1347,-14.33089969
1348,15.31965294
1349,4.943067268
1350,-7.87476178
1351,-3.499705071
1352,0.486685285
1353,25.30290819
1354,-27.87168669
1355,-2.065054356
1356,4.516436973
1357,9.099544281
1358,1.682023689
1359,-0.938645149
1360,-19.53367071
1361,21.97002044
1362,-3.824667938
1363,2.105788644
1364,-3.081784468
1365,4.208212286
1366,-17.66994244
1367,21.36032808
1368,-4.680998434
1369,4.080489621
1370,-0.084112802
1371,-9.165989798
1372,2.908045291
1373,9.191149711
1374,-6.70050872
1375,-2.639595385
1376,24.31197822
1377,-30.73725787
1378,7.561563536
1379,17.72506367
1380,-15.95968511
1381,-0.394354629
1382,3.459725584
1383,-0.646399729
1384,6.680745273
1385,-16.37576683
1386,6.980584922
1387,15.59854809
1388,-2.80200391
1389,-18.53930454
1390,2.430330443
1391,16.78484126
1392,-7.528425191
1393,-0.492105695
1394,-4.313763739
1395,1.07075057
1396,-3.215862465
1397,12.86335098
1398,-15.33764019
1399,8.115831652
1400,-1.874662718
1401,1.58497037
1402,-0.393713148
1403,2.980455694
1404,-6.312806363
1405,6.96073861
1406,-13.40790214
1407,8.025632769
1408,1.853499601
1409,18.43361531
1410,-24.19083466
1411,7.772647097
1412,-1.180534357
1413,1.745306806
1414,1.257078815
1415,-8.552945317
1416,4.296292309
1417,15.04869841
1418,-11.30908019
1419,-6.234359382
1420,6.835195347
1421,5.40778785
1422,-5.723546038
1423,-3.57844529
1424,8.668752142
1425,-1.875125692
1426,3.140871738
1427,1.623504843
1428,-4.821415544
1429,-10.75283283
1430,13.53279459
1431,3.834185505
1432,-11.12522781
1433,-4.076268687
1434,12.05723231
1435,-1.721717819
1436,-4.320594764
1437,6.503330569
1438,-8.722874769
1439,5.164324096
1440,4.03406868
1441,-8.562528987
1442,6.468266602
1443,-2.108167738
1444,16.88116289
1445,-23.81726784
1446,9.35335069
1447,0.167761561
1448,-0.160156835
1449,-0.33243482
1450,2.35695134
1451,0.391028644
1452,1.627211353
1453,-9.43021838
1454,4.131035535
1455,3.205400179
1456,3.610046141
1457,-24.23487111
1458,18.84503085
1459,5.162948724
1460,-16.36650058
1461,9.269027792
1462,6.527748439
1463,-11.00213542
1464,2.248285433
1465,-8.887656203
1466,7.720560992
1467,16.66815776
1468,-9.960952332
1469,-13.78093465
1470,18.70977594
1471,-8.69615071
1472,1.702902405
1473,9.815911115
1474,-15.3290823
1475,-1.233292964
1476,13.85303798
1477,-0.205226072
1478,-25.99059607
1479,18.86849059
1480,0.128391542
1481,-3.227428866
1482,-2.797306446
1483,-2.199031566
1484,-0.270265667
1485,5.964083719
1486,-1.544991859
1487,-6.706925451
1488,6.4270711
1489,-2.179265075
1490,0.182113761
1491,14.54619824
1492,-23.30185901
1493,2.179442003
1494,13.17170444
1495,-2.362849584
1496,-9.744026702
1497,7.770224444
1498,1.29354945
1499,-5.005959213
1500,6.71648066
1501,-4.333398973
1502,-1.114872451
1503,5.423881557
1504,-8.252587315
1505,4.071018824
1506,1.086030703
1507,0.587791176
1508,-0.852685961
1509,-0.118902039
1510,4.440487932
1511,-3.132405161
1512,-12.69992976
1513,10.36173074
1514,2.035022755
1515,-3.85487096
1516,1.903805544
1517,-3.015390676
1518,-3.545746985
1519,6.822387934
1520,4.830030973
1521,-8.657624948
1522,-2.060250098
1523,2.602494814
1524,7.39387869
1525,-7.224261963
1526,4.188714427
1527,-14.85511669
1528,9.850065571
1529,-6.210674133
1530,7.947975112
1531,-5.890977513
1532,-8.26066382
1533,12.28715977
1534,-0.922980466
1535,-8.821350719
1536,-1.257240062
1537,8.764893196
1538,-1.666075683
1539,6.776820368
1540,-10.748173
1541,-3.31738975
1542,-0.298543799
1543,4.912140342
1544,3.947053922
1545,0.877531585
1546,-11.81719334
1547,4.797951349
1548,6.118779454
1549,1.196225596
1550,-9.913985864
1551,14.47012109
1552,-12.86318834
1553,-1.578038696
1554,16.35831231
1555,-17.88387108
1556,-1.534832217
1557,16.52907534
1558,-20.34072023
1559,8.867382836
1560,3.071735667
1561,-2.925751897
1562,0.70043756
1563,1.233395362
1564,-3.899580548
1565,2.511456689
1566,13.11265657
1567,-17.66802664
1568,2.559191426
1569,16.55317057
1570,-20.45666081
1571,14.34553191
1572,-8.178349085
1573,3.577817428
1574,1.666447136
1575,7.680525928
