,IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9,Res
2587,1.212198078,-2.865266655,4.566372726,-3.678831447,-1.403550944,41.82715529,37.55459284,293.8360127,104.3087027,3969.852615
2588,-1.012606997,-3.228102263,8.897253984,-6.346048616,1.125360199,41.62673104,37.39992757,294.9367979,104.6200702,3971.420617
2589,1.419055241,1.67852291,11.30803569,-9.042677858,4.024153681,41.17358203,37.27912013,296.0178501,104.927938,3972.98442
2590,-2.353718684,9.923476557,10.62797398,-11.60244437,7.260002895,40.46569477,37.19377892,297.0789396,105.2322886,3974.544008
2591,5.959244405,14.3505848,6.573730682,-13.81375753,10.78980219,39.50263078,37.14545531,298.1198413,105.5331047,3976.099363
2592,-1.574809312,6.602209123,-0.084716228,-15.42749293,14.56266046,38.2853486,37.1356254,299.1403355,105.8303688,3977.650471
2593,9.312469832,-9.56726042,-7.197085323,-16.188771,18.5171209,36.81627349,37.1656695,300.1402064,106.1240635,3979.197313
2594,-16.57437827,-19.97364632,-12.15592284,-15.87636694,22.58070904,35.09944348,37.23687396,301.1192421,106.4141714,3980.739874
2595,-4.101281174,-11.77644974,-13.63901488,-14.34945041,26.66918459,33.14050894,37.35045649,302.0772329,106.7006751,3982.278138
2596,15.04430344,5.322483704,-11.84735727,-11.59196671,30.6890162,30.94634253,37.50756203,303.013971,106.9835572,3983.812088
2597,-0.332570196,11.5975853,-8.044342075,-7.722079633,34.54327917,28.52510701,37.70926327,303.9292496,107.2628003,3985.341707
2598,1.5294361,5.555624298,-3.593485064,-2.984540782,38.13191532,25.88626964,37.95654837,304.8228651,107.5383871,3986.86698
2599,-9.964954125,-1.474816782,0.515686683,2.28785227,41.35272394,23.0403723,38.25032763,305.6946183,107.8103004,3988.387889
2600,-2.95619845,-2.385186641,3.741422337,7.707180886,44.10496302,19.99911188,38.59145071,306.5443139,108.0785229,3989.904419
2601,9.922653944,-0.36135724,5.761974068,12.85634351,46.29281628,16.77550573,38.98071185,307.3717607,108.3430374,3991.416554
2602,-4.25213907,1.205402646,6.761955085,17.34067496,47.82632636,13.38406505,39.41884154,308.1767707,108.6038268,3992.924276
2603,-3.52126539,1.847277606,7.332030665,20.82989325,48.62676181,9.841193344,39.90650516,308.9591598,108.860874,3994.42757
2604,3.797309446,1.391046209,7.550224325,23.11017446,48.63261024,6.165001233,40.44430674,309.7187463,109.1141618,3995.926419
2605,1.617975874,-0.090602919,7.376158147,24.09456568,47.80417766,2.375109916,41.03278289,310.4553514,109.3636733,3997.420808
2606,0.250901236,-1.460398947,6.800439376,23.81517991,46.12008037,-1.507533916,41.67242203,311.168798,109.6093916,3998.91072
2607,-7.823559694,-1.277420652,5.888640242,22.41524984,43.57767315,-5.460613637,42.36368003,311.858911,109.8512999,4000.39614
2608,6.172381704,0.532524872,4.750061951,20.1148837,40.19166974,-9.460452499,43.10698312,312.5255152,110.0893813,4001.877051
2609,7.091157633,-0.47283753,3.386355189,17.2029103,35.99650225,-13.48231128,43.90272909,313.1684376,110.3236193,4003.353437
2610,-5.858205251,-4.136637818,1.520156834,13.99938634,31.04830646,-17.50107865,44.75128504,313.7875058,110.5539974,4004.825284
2611,-4.404170768,-0.508334704,-1.265338969,10.81713247,25.42345525,-21.49135326,45.65298727,314.3825489,110.7804994,4006.292574
2612,-1.420037774,11.55467982,-5.283914158,7.910392022,19.21640001,-25.42745838,46.60813732,314.9533983,111.0031093,4007.755294
2613,5.581323325,18.15419681,-10.12167599,5.451292454,12.53626149,-29.28350808,47.61698512,315.4998876,111.2218113,4009.213426
